CPU Usage (%),Memory Usage (%),CPU Temperature (°C)
2.8,36.3,72.522
3.5,36.3,71.984
3.3,36.3,71.984
3.0,36.3,72.522
3.5,36.3,70.908
3.0,36.3,71.446
3.5,36.3,71.446
3.8,36.3,71.446
2.8,36.3,70.908
3.3,36.3,71.446
3.5,36.3,71.984
2.0,36.3,71.984
3.8,36.3,71.984
3.2,36.3,71.984
4.2,36.3,71.984
3.8,36.3,70.908
3.3,36.3,71.446
3.7,36.3,71.984
3.5,36.3,71.446
3.0,36.3,70.908
4.0,36.3,70.908
2.8,36.3,71.446
4.3,36.3,71.446
3.5,36.3,71.984
3.5,36.3,70.908
2.0,36.3,70.908
3.5,36.3,71.984
3.3,36.3,70.908
3.0,36.3,70.908
3.8,36.3,71.446
3.8,36.3,71.984
3.2,36.3,71.446
4.7,36.3,71.984
3.2,36.3,71.984
2.5,36.3,71.984
4.5,36.3,71.984
3.7,36.3,71.984
4.5,36.3,70.908
4.0,36.3,71.446
3.0,36.3,71.446
3.8,36.3,70.908
2.5,36.3,71.446
3.3,36.3,71.446
3.8,36.3,70.37
3.0,36.3,71.984
3.0,36.3,71.446
3.3,36.3,71.446
3.5,36.3,71.984
2.5,36.3,71.984
2.8,36.3,71.446
2.5,36.3,71.984
2.8,36.3,71.984
2.3,36.3,71.984
5.2,36.3,71.446
3.0,36.3,71.446
3.5,36.3,71.984
3.5,36.3,71.984
2.8,36.3,71.984
4.5,36.3,71.984
2.8,36.3,71.446
12.2,36.3,73.06
3.5,36.3,71.984
4.0,36.3,71.984
4.5,36.3,71.984
2.5,36.3,71.446
4.8,36.3,71.984
2.0,36.3,70.908
3.3,36.3,71.446
3.0,36.3,72.522
2.8,36.3,71.984
3.0,36.3,71.984
2.8,36.3,71.446
6.0,36.3,71.984
2.8,36.3,71.446
2.8,36.3,70.908
3.3,36.3,71.984
3.3,36.3,71.446
2.8,36.3,71.984
8.5,36.3,72.522
3.3,36.2,72.522
1.8,36.2,71.984
20.8,36.7,73.06
2.5,36.7,73.06
3.5,36.7,72.522
3.3,36.7,71.984
5.0,36.8,71.984
3.5,36.8,71.984
2.8,36.8,71.984
2.3,36.8,71.984
3.2,36.8,73.06
3.0,36.8,71.984
2.8,36.8,71.984
3.5,36.8,72.522
3.1,36.8,71.446
3.3,36.8,71.446
3.3,36.8,71.984
3.8,36.8,70.908
2.5,36.8,71.984
4.2,36.8,71.984
3.7,36.8,71.446
3.7,36.8,71.984
3.8,36.8,71.446
2.0,36.8,71.984
2.5,36.8,71.984
3.0,36.8,71.984
2.8,36.8,71.446
3.8,36.8,71.446
2.8,36.8,71.984
3.0,36.8,71.984
3.0,36.8,72.522
2.3,36.8,71.984
4.2,36.8,72.522
3.0,36.8,71.984
3.5,36.8,71.446
3.8,36.8,71.446
3.5,36.8,70.908
4.0,36.8,71.984
2.8,36.8,71.446
2.3,36.8,71.446
2.8,36.8,70.908
3.5,36.8,71.446
2.5,36.8,71.984
3.0,36.8,71.984
3.3,36.8,71.984
4.3,36.8,71.446
2.8,36.8,71.984
3.3,36.8,71.984
2.8,36.8,71.984
3.0,36.8,71.984
4.0,36.8,71.446
3.5,36.8,71.446
3.5,36.8,71.446
3.8,36.8,71.446
2.5,36.8,71.446
3.0,36.8,71.446
3.7,36.8,70.908
2.8,36.8,71.984
3.0,36.8,71.984
3.7,36.8,71.984
3.0,36.8,72.522
2.5,36.8,71.984
3.8,36.8,71.984
2.0,36.8,72.522
2.8,36.8,72.522
3.3,36.8,71.984
3.7,36.8,71.984
3.3,36.8,71.446
3.5,36.8,71.446
2.8,36.8,70.908
4.0,36.8,71.446
3.0,36.8,70.908
2.8,36.8,70.908
3.3,36.8,71.984
2.3,36.8,71.984
2.8,36.8,71.984
3.7,36.8,71.984
3.7,36.8,71.984
3.3,36.8,71.984
3.0,36.8,71.446
2.8,36.8,71.446
3.5,36.8,71.446
3.5,36.8,71.984
3.5,36.8,70.908
3.0,36.8,71.984
2.8,36.8,71.984
3.5,36.8,72.522
3.7,36.8,71.984
4.0,36.8,71.984
3.5,36.8,71.984
3.5,36.8,71.984
3.7,36.8,72.522
2.8,36.8,71.984
3.0,36.8,71.984
3.0,36.8,71.446
4.0,36.8,71.984
2.3,36.8,71.984
3.5,36.8,71.446
2.3,36.8,71.446
2.5,36.8,71.984
4.0,36.8,71.984
2.3,36.8,73.06
2.8,36.8,71.984
3.0,36.8,72.522
3.5,36.8,72.522
3.7,36.8,71.984
2.3,36.8,71.984
2.8,36.8,71.984
3.8,36.8,71.984
4.0,36.8,71.446
3.8,36.8,71.984
3.8,36.8,71.984
3.0,36.8,70.908
2.8,36.8,71.984
2.8,36.8,71.984
3.5,36.8,71.984
3.0,36.8,71.984
3.7,36.8,71.984
3.3,36.8,71.984
3.3,36.8,71.984
3.0,36.8,71.984
3.8,36.8,71.984
5.0,36.8,71.984
2.8,36.8,71.984
4.2,36.8,71.984
3.0,36.8,72.522
3.8,36.8,72.522
3.5,36.8,71.984
3.8,36.8,72.522
3.3,36.8,71.984
2.8,36.8,71.984
4.0,36.8,73.06
3.3,36.8,71.446
3.0,36.8,71.446
2.8,36.8,71.984
3.0,36.8,71.446
3.0,36.8,70.908
3.0,36.8,71.446
3.0,36.8,71.446
2.8,36.8,71.984
2.5,36.8,71.984
3.0,36.8,71.984
3.5,36.8,72.522
2.8,36.8,72.522
2.5,36.8,71.984
3.5,36.8,71.984
3.0,36.8,71.984
3.3,36.8,71.984
3.3,36.8,71.446
4.0,36.8,71.446
2.8,36.8,70.908
4.0,36.8,70.908
3.3,36.8,70.908
2.8,36.8,70.908
3.0,36.8,70.908
2.8,36.8,71.446
2.8,36.8,71.446
2.5,36.8,71.984
3.0,36.8,71.984
3.0,36.8,72.522
10.0,36.7,72.522
5.0,36.7,72.522
3.8,36.8,71.984
4.5,36.8,70.908
3.3,36.8,71.984
3.0,36.8,71.984
3.3,36.8,72.522
3.0,36.8,71.984
2.5,36.8,71.446
2.8,36.8,71.446
2.5,36.8,71.446
4.5,36.8,71.446
5.3,36.7,71.984
2.3,36.7,71.984
2.8,36.7,71.984
3.3,36.7,72.522
2.3,36.7,71.984
3.5,36.7,72.522
7.9,36.8,71.984
3.6,36.8,71.984
11.2,36.8,72.522
16.0,37.2,73.06
2.5,37.2,72.522
3.5,37.2,71.984
3.5,37.2,73.06
3.8,37.2,73.06
3.3,37.2,72.522
3.0,37.2,71.984
3.0,37.2,73.06
3.5,37.2,71.984
3.0,37.2,73.06
2.5,37.2,72.522
3.5,37.2,71.984
3.3,37.2,71.446
3.3,37.2,71.984
2.5,37.2,71.984
3.0,37.2,71.984
3.5,37.2,72.522
2.5,37.2,72.522
3.3,37.2,72.522
3.7,37.2,71.984
3.0,37.2,71.984
2.5,37.2,71.446
3.0,37.2,71.446
3.0,37.2,71.984
4.0,37.2,71.984
2.3,37.2,71.984
2.8,37.2,72.522
2.3,37.2,72.522
3.5,37.2,71.984
3.8,37.2,71.984
3.3,37.2,71.984
2.8,37.2,72.522
2.8,37.2,71.984
2.8,37.2,71.984
4.0,37.2,72.522
3.5,37.2,72.522
4.0,37.2,71.984
2.8,37.2,71.984
3.0,37.2,71.446
4.1,37.2,71.446
3.0,37.2,71.446
2.3,37.2,71.984
3.5,37.2,71.446
3.5,37.2,70.908
3.5,37.2,70.908
3.5,37.2,70.908
3.0,37.2,71.446
3.3,37.2,71.984
2.8,37.2,71.984
3.0,37.2,72.522
3.5,37.2,71.984
3.5,37.2,72.522
4.2,37.2,71.984
4.2,37.2,73.06
3.1,37.2,71.984
3.5,37.2,71.446
3.8,37.2,71.446
5.2,37.2,71.984
3.3,37.2,70.908
3.5,37.2,71.446
4.5,37.2,70.908
3.0,37.2,71.984
3.8,37.2,71.984
3.3,37.2,71.984
2.8,37.2,71.984
3.8,37.2,71.984
2.5,37.2,72.522
3.5,37.2,71.984
2.5,37.2,71.446
3.3,37.2,71.446
3.8,37.2,71.984
4.0,37.2,70.908
3.5,37.2,71.446
2.8,37.2,71.984
3.0,37.2,71.446
3.3,37.2,71.984
3.3,37.2,70.908
3.3,37.2,70.908
3.3,37.2,70.908
2.8,37.2,71.984
3.3,37.2,71.984
3.0,37.2,71.984
3.5,37.2,71.984
2.8,37.2,71.984
3.5,37.2,71.984
4.0,37.2,71.984
4.7,37.2,71.984
3.3,37.2,71.984
3.8,37.2,71.984
3.3,37.2,71.446
4.3,37.2,71.446
3.0,37.2,71.446
3.3,37.2,71.446
3.5,37.2,70.908
3.7,37.2,71.446
2.5,37.2,71.984
3.3,37.2,71.984
3.3,37.2,73.06
4.5,37.2,71.984
4.5,37.2,71.984
4.8,37.2,71.984
3.7,37.2,71.984
4.5,37.2,71.984
3.5,37.2,71.984
2.8,37.2,71.984
4.0,37.2,71.446
3.7,37.2,71.984
2.8,37.2,71.984
3.0,37.2,71.984
2.5,37.2,71.984
3.3,37.2,71.446
3.3,37.2,71.446
3.3,37.2,71.446
3.8,37.2,71.984
3.5,37.2,71.984
3.3,37.2,71.984
3.7,37.2,71.984
3.3,37.2,71.446
4.0,37.2,71.984
3.3,37.2,71.984
3.5,37.2,72.522
3.0,37.2,71.984
3.3,37.2,71.984
3.8,37.2,70.908
3.0,37.2,71.984
3.5,37.2,71.446
3.3,37.2,71.984
2.3,37.2,71.984
3.8,37.2,72.522
2.8,37.2,71.984
2.8,37.2,71.984
4.2,37.2,71.984
3.5,37.2,71.984
3.0,37.2,71.984
2.8,37.2,71.984
3.3,37.2,71.984
3.3,37.2,71.984
3.2,37.2,71.446
3.3,37.2,72.522
3.8,37.2,71.984
3.5,37.2,71.446
3.3,37.2,71.446
2.0,37.2,71.984
3.0,37.2,71.984
3.0,37.2,71.984
4.0,37.2,71.984
3.0,37.2,71.984
3.2,37.2,71.984
3.5,37.2,70.908
4.0,37.2,71.984
3.3,37.2,71.984
3.0,37.2,71.984
2.8,37.2,71.984
2.8,37.2,71.446
3.0,37.2,71.984
2.3,37.2,71.984
3.1,37.2,70.908
2.3,37.2,71.446
9.7,37.3,73.598
4.0,37.3,71.984
3.2,37.3,71.984
4.3,37.3,71.984
2.8,37.3,71.984
3.8,37.3,71.984
3.0,37.3,71.984
2.0,37.3,71.984
3.0,37.3,72.522
2.8,37.3,71.984
2.3,37.3,71.984
2.8,37.3,71.984
4.0,37.3,71.446
2.5,37.3,72.522
2.3,37.3,71.446
3.0,37.3,71.446
3.5,37.3,71.984
1.8,37.3,71.984
2.3,37.3,71.984
2.3,37.3,71.984
2.3,37.3,71.984
2.8,37.3,72.522
2.5,37.3,71.984
6.6,37.3,71.446
2.8,37.3,71.446
2.8,37.3,70.908
4.0,37.3,71.446
3.0,37.3,71.446
8.9,37.4,70.908
4.5,37.3,71.446
4.3,37.3,70.908
5.0,37.3,70.908
2.8,37.3,70.908
3.3,37.3,71.446
3.0,37.3,71.984
2.8,37.3,71.446
2.8,37.3,70.908
3.3,37.3,71.446
3.7,37.3,71.984
3.8,37.3,71.446
3.3,37.3,71.446
5.5,37.3,70.908
3.3,37.3,70.908
3.0,37.3,70.908
2.8,37.3,71.446
2.3,37.3,71.446
3.0,37.3,71.446
3.5,37.3,71.446
2.5,37.3,71.984
3.5,37.3,71.984
2.5,37.3,71.446
3.0,37.3,71.984
2.8,37.3,71.446
3.0,37.3,71.984
2.5,37.3,71.446
3.5,37.3,71.446
3.3,37.3,70.908
3.8,37.3,71.446
3.7,37.3,70.908
5.3,37.3,70.908
3.5,37.3,70.908
3.8,37.3,71.446
2.5,37.3,70.908
3.7,37.3,71.984
3.8,37.3,71.984
2.8,37.3,71.446
3.0,37.3,71.984
2.8,37.3,71.984
2.3,37.3,70.908
2.8,37.3,71.984
5.0,37.3,71.446
3.0,37.3,71.446
4.0,37.3,70.908
3.0,37.3,71.446
3.8,37.3,70.908
3.0,37.3,70.908
3.3,37.3,70.908
2.5,37.3,71.446
2.8,37.3,71.446
3.8,37.3,71.446
3.0,37.3,71.446
3.8,37.3,70.908
3.3,37.3,70.908
4.0,37.3,71.446
3.8,37.3,70.908
3.0,37.3,71.446
2.8,37.3,70.908
2.5,37.3,71.446
2.8,37.3,70.908
3.0,37.3,71.446
4.0,37.3,71.446
3.0,37.3,71.446
3.3,37.3,71.984
3.3,37.3,71.446
3.3,37.3,71.984
4.7,37.3,70.908
3.3,37.3,70.908
3.0,37.3,70.908
3.3,37.3,70.908
3.0,37.3,70.908
3.7,37.3,71.446
3.0,37.3,70.908
2.8,37.3,71.984
3.3,37.3,71.446
2.3,37.3,71.984
4.0,37.3,70.908
3.3,37.3,71.446
3.8,37.3,71.446
2.8,37.3,71.984
4.7,37.3,70.908
5.0,37.3,71.446
3.7,37.3,70.37
4.2,37.3,70.908
3.0,37.3,71.446
3.0,37.3,70.908
4.0,37.3,71.984
3.3,37.3,70.908
3.5,37.3,70.908
3.5,37.3,70.908
3.6,37.3,70.908
3.0,37.3,70.908
2.3,37.3,70.908
3.0,37.3,70.908
3.5,37.3,71.984
3.0,37.3,71.984
3.5,37.3,71.984
2.3,37.3,71.446
3.7,37.3,71.446
3.5,37.3,71.446
4.4,37.3,70.908
3.3,37.3,70.908
3.0,37.3,70.908
4.2,37.3,70.908
2.3,37.3,70.908
2.5,37.3,71.446
2.5,37.3,71.446
2.5,37.3,71.446
2.8,37.3,70.908
3.3,37.3,71.446
2.3,37.3,71.446
6.0,37.3,71.446
3.5,37.3,70.908
3.3,37.3,71.446
2.3,37.3,70.908
3.7,37.3,71.446
2.8,37.3,71.984
4.0,37.3,70.908
2.8,37.3,70.908
3.5,37.3,70.908
2.8,37.3,70.908
3.5,37.3,70.908
3.5,37.3,70.37
3.0,37.3,70.908
2.3,37.3,70.908
3.5,37.3,70.908
3.5,37.3,70.908
3.0,37.3,71.446
2.5,37.3,70.908
3.5,37.3,70.908
3.3,37.3,71.446
4.2,37.3,70.908
2.8,37.3,71.446
2.0,37.3,71.446
3.0,37.3,71.446
4.5,37.3,70.908
4.0,37.3,70.908
4.0,37.3,70.37
3.5,37.3,70.37
3.5,37.3,70.908
5.9,37.3,69.832
4.0,37.3,70.908
3.8,37.3,70.908
3.0,37.3,70.908
2.3,37.3,70.908
3.3,37.3,71.446
3.0,37.3,70.908
3.0,37.3,71.446
3.3,37.3,71.446
2.6,37.3,70.908
10.8,37.3,71.446
4.5,37.3,71.446
3.0,37.3,71.446
4.0,37.3,71.446
3.0,37.3,71.446
3.0,37.4,71.446
2.5,37.4,71.446
2.8,37.4,71.446
2.3,37.4,70.908
3.0,37.4,70.908
3.3,37.4,70.908
5.7,37.3,71.446
6.5,37.3,71.446
2.3,37.3,71.446
2.8,37.3,70.908
3.3,37.3,71.446
3.0,37.3,71.446
3.0,37.3,70.908
7.3,37.4,71.984
3.0,37.4,71.446
4.5,37.4,71.984
4.2,37.4,71.446
3.3,37.4,71.446
2.5,37.4,71.446
3.3,37.4,71.984
2.5,37.4,71.446
3.0,37.4,70.908
3.7,37.4,71.984
3.8,37.4,70.908
3.5,37.4,71.446
3.5,37.4,70.908
3.5,37.4,71.446
3.5,37.4,70.908
4.0,37.4,71.446
3.3,37.4,70.908
3.0,37.4,70.908
2.8,37.4,71.446
3.3,37.4,70.908
3.5,37.4,70.908
4.0,37.4,70.908
3.8,37.4,70.908
2.8,37.4,70.908
3.5,37.4,69.832
3.5,37.4,70.908
3.5,37.4,70.37
3.0,37.4,70.908
3.5,37.4,69.832
2.3,37.4,70.908
2.0,37.4,71.446
2.5,37.4,70.908
2.5,37.4,70.908
2.5,37.4,71.984
2.3,37.4,71.446
3.5,37.4,70.908
2.8,37.4,70.908
3.3,37.4,70.37
3.8,37.4,70.37
2.8,37.4,70.908
3.3,37.4,70.37
3.8,37.4,70.908
2.5,37.4,70.908
2.5,37.4,70.908
2.8,37.4,70.908
3.3,37.4,71.446
2.8,37.4,70.908
4.0,37.4,70.908
3.5,37.4,70.908
3.7,37.4,70.908
3.8,37.4,70.908
4.2,37.4,70.908
4.0,37.4,70.908
3.8,37.4,70.908
2.3,37.4,70.908
4.3,37.4,70.908
2.0,37.4,70.908
2.5,37.4,70.908
3.8,37.4,70.908
3.5,37.4,69.832
4.0,37.4,70.908
3.0,37.4,70.908
2.8,37.4,70.908
4.8,37.4,71.446
2.8,37.4,70.908
2.8,37.4,70.908
4.0,37.4,70.908
3.3,37.4,71.446
3.5,37.4,71.446
2.5,37.4,71.446
2.8,37.4,71.984
3.3,37.4,71.446
3.0,37.4,70.908
3.5,37.4,71.446
3.8,37.4,70.908
3.7,37.4,70.908
3.5,37.4,71.984
3.7,37.4,71.446
4.2,37.4,70.908
3.0,37.4,70.908
3.5,37.4,70.908
4.2,37.4,70.908
2.0,37.4,70.908
3.3,37.4,70.908
3.0,37.4,70.37
3.5,37.4,70.908
3.8,37.4,70.908
2.0,37.4,71.446
2.8,37.4,70.908
3.0,37.4,70.908
4.0,37.4,71.984
4.0,37.4,70.908
3.3,37.4,71.984
3.5,37.4,71.446
3.2,37.4,71.446
3.7,37.4,71.446
3.5,37.4,70.908
3.0,37.4,70.37
4.0,37.4,70.908
3.0,37.4,70.37
3.0,37.4,70.908
4.1,37.4,70.908
2.8,37.4,70.908
3.5,37.4,70.908
4.3,37.4,70.908
2.5,37.4,70.37
2.8,37.4,71.446
3.0,37.4,70.908
3.3,37.4,70.908
3.8,37.4,70.908
3.5,37.4,70.908
3.5,37.4,70.908
3.3,37.4,70.908
2.8,37.4,71.446
2.0,37.4,70.908
3.5,37.4,70.908
3.0,37.4,70.908
4.0,37.4,70.908
3.8,37.4,70.908
4.0,37.4,70.908
4.2,37.4,70.908
3.5,37.4,70.908
4.0,37.4,70.908
2.3,37.4,70.908
3.0,37.4,71.446
2.3,37.4,70.908
2.3,37.4,71.984
3.0,37.4,70.908
3.0,37.4,70.908
3.5,37.4,70.908
3.5,37.4,70.908
2.3,37.4,70.908
3.7,37.4,71.446
2.5,37.4,70.908
3.8,37.4,70.908
4.0,37.4,70.37
4.0,37.4,70.908
3.0,37.4,70.908
3.5,37.4,70.908
3.5,37.4,70.908
2.8,37.4,71.446
2.3,37.4,71.446
4.0,37.4,70.908
2.8,37.4,70.908
4.0,37.4,70.908
2.8,37.4,70.908
3.8,37.4,70.908
3.5,37.4,70.908
4.0,37.4,70.908
4.0,37.4,71.446
3.5,37.4,71.446
2.8,37.4,70.908
3.8,37.4,70.908
3.5,37.4,70.908
3.3,37.4,70.908
4.0,37.4,70.908
2.5,37.4,70.908
3.8,37.4,70.908
2.8,37.4,70.908
3.0,37.4,70.908
8.1,37.4,71.984
5.8,37.4,71.446
3.3,37.4,71.446
2.0,37.4,71.446
3.5,37.4,70.908
2.5,37.4,71.446
3.3,37.4,71.984
3.3,37.4,71.984
2.3,37.4,71.446
2.5,37.4,71.984
2.5,37.4,70.908
2.3,37.4,71.446
4.8,37.4,71.446
5.5,37.4,71.446
4.0,37.4,70.908
5.5,37.4,70.908
2.3,37.4,70.908
3.0,37.4,70.908
3.0,37.4,70.908
6.8,37.4,71.446
3.3,37.4,70.908
3.8,37.4,70.908
4.5,37.4,70.908
3.5,37.4,70.908
2.8,37.4,70.908
3.3,37.4,71.446
1.8,37.4,70.908
2.8,37.4,71.984
4.0,37.4,71.446
3.3,37.4,71.446
3.0,37.4,70.908
3.0,37.4,71.446
3.5,37.4,71.984
3.5,37.4,71.446
3.5,37.4,71.984
4.0,37.4,71.984
2.5,37.4,71.984
3.5,37.4,70.908
4.3,37.4,70.908
2.5,37.4,70.908
3.8,37.4,70.908
3.3,37.4,71.446
3.7,37.4,71.446
2.5,37.4,71.446
2.8,37.4,71.984
3.0,37.4,71.446
2.5,37.4,71.446
3.5,37.4,71.984
3.1,37.4,71.984
3.0,37.4,71.446
4.0,37.4,71.446
3.5,37.4,70.908
3.0,37.4,70.908
3.0,37.4,71.984
2.8,37.4,71.446
2.0,37.4,71.984
3.3,37.4,71.984
3.5,37.4,70.908
3.0,37.4,71.984
2.3,37.4,71.446
4.5,37.4,71.984
3.0,37.4,71.984
3.0,37.4,71.984
4.0,37.4,71.446
2.5,37.4,70.908
4.5,37.4,71.446
4.5,37.4,70.908
4.2,37.4,71.446
3.8,37.4,70.908
2.3,37.4,71.446
2.3,37.4,71.984
4.2,37.4,71.446
2.5,37.4,70.908
3.7,37.4,71.446
3.3,37.4,71.446
3.5,37.4,71.446
4.0,37.4,70.908
3.0,37.4,70.908
3.0,37.4,70.908
3.5,37.4,71.984
3.3,37.4,71.984
4.3,37.4,71.984
2.0,37.4,71.984
3.7,37.4,71.984
2.8,37.4,71.984
3.3,37.4,71.984
3.0,37.4,70.908
2.8,37.4,71.984
2.8,37.4,71.984
4.5,37.4,71.446
4.7,37.4,70.908
2.8,37.4,71.984
3.7,37.4,71.446
3.3,37.4,71.984
3.5,37.4,71.984
2.8,37.4,71.446
3.8,37.4,71.984
2.0,37.4,71.446
3.7,37.4,71.984
4.3,37.4,71.446
3.3,37.4,71.446
4.7,37.4,71.446
2.0,37.4,70.908
2.5,37.4,70.908
2.8,37.4,71.446
2.8,37.4,71.984
2.6,37.4,70.908
2.8,37.4,70.908
2.8,37.4,70.908
4.7,37.4,70.37
3.0,37.4,70.908
3.8,37.4,70.908
3.8,37.4,70.908
4.2,37.4,70.908
3.8,37.4,70.908
2.5,37.4,70.908
2.8,37.4,70.908
3.5,37.4,71.446
2.5,37.4,71.446
5.0,37.4,71.446
3.5,37.4,71.446
2.5,37.4,71.446
4.0,37.4,70.908
3.0,37.4,71.984
3.5,37.4,71.446
3.0,37.4,71.984
3.0,37.4,71.984
4.0,37.4,71.984
3.0,37.4,71.446
3.5,37.4,71.446
2.0,37.4,70.908
2.5,37.4,71.446
3.8,37.4,70.908
3.5,37.4,71.446
3.3,37.4,70.908
4.2,37.4,70.908
3.7,37.4,70.908
2.8,37.4,70.908
3.0,37.4,70.908
3.8,37.4,70.908
1.8,37.4,70.908
4.0,37.4,70.908
3.8,37.4,70.908
2.5,37.4,71.446
3.3,37.4,70.908
3.8,37.4,70.908
3.0,37.4,69.832
3.5,37.4,70.908
3.0,37.4,71.446
2.5,37.4,70.908
3.5,37.4,71.984
3.7,37.4,70.908
2.3,37.4,71.446
3.0,37.4,71.446
3.5,37.4,70.908
4.7,37.4,70.908
4.0,37.4,70.908
3.0,37.4,70.908
2.5,37.4,70.908
2.5,37.4,70.908
2.3,37.4,71.446
3.2,37.4,70.908
2.8,37.4,71.446
3.3,37.4,71.446
3.3,37.4,71.984
4.0,37.4,71.984
2.0,37.4,71.984
3.5,37.4,71.446
3.3,37.4,71.446
3.3,37.4,70.908
3.3,37.4,70.908
2.8,37.4,71.446
3.5,37.4,71.446
3.5,37.4,70.908
3.3,37.4,71.984
2.5,37.4,71.446
3.7,37.4,71.984
3.5,37.4,71.446
4.0,37.4,71.446
9.5,37.4,71.984
3.8,37.4,71.984
3.0,37.4,71.984
5.3,37.4,71.984
3.0,37.4,71.446
4.8,37.4,71.446
2.8,37.4,70.908
4.5,37.4,70.908
3.0,37.4,71.984
3.5,37.4,70.908
2.0,37.4,71.446
3.3,37.4,71.446
7.2,37.3,70.908
3.5,37.3,70.908
3.1,37.3,70.908
2.8,37.3,70.908
4.7,37.3,70.908
4.7,37.3,70.908
9.2,37.4,71.446
3.8,37.4,70.908
4.0,37.4,71.446
3.7,37.4,71.984
5.7,37.4,71.446
3.5,37.4,71.446
3.0,37.4,71.446
3.5,37.4,71.446
2.8,37.4,71.446
3.8,37.4,70.908
3.0,37.4,71.446
3.8,37.4,71.446
3.0,37.4,71.984
3.5,37.4,71.984
3.0,37.4,71.446
1.8,37.4,71.446
3.8,37.4,71.446
2.8,37.4,70.908
3.3,37.4,70.908
3.0,37.4,70.908
3.5,37.4,70.908
3.5,37.4,70.908
3.5,37.4,70.908
2.8,37.4,71.446
3.3,37.4,71.446
2.8,37.4,71.984
3.3,37.4,71.984
2.8,37.4,71.446
4.0,37.4,70.908
3.3,37.4,71.984
2.8,37.4,70.908
4.0,37.4,70.908
4.0,37.4,71.984
2.8,37.4,71.446
3.3,37.4,71.446
3.3,37.4,70.908
2.8,37.4,71.446
3.8,37.4,72.522
3.3,37.4,71.984
4.0,37.4,70.908
3.0,37.4,70.908
5.2,37.4,70.908
4.1,37.4,70.908
4.0,37.4,70.908
4.2,37.4,71.984
3.0,37.4,71.446
3.0,37.4,70.908
3.0,37.4,71.984
2.8,37.4,71.446
3.5,37.4,71.984
3.3,37.4,71.984
2.5,37.4,71.446
4.2,37.4,72.522
3.7,37.4,70.908
3.8,37.4,70.908
3.5,37.4,70.908
2.8,37.4,71.984
4.7,37.4,71.446
2.3,37.4,71.446
3.7,37.4,70.908
3.0,37.4,71.984
2.3,37.4,71.984
4.2,37.4,71.984
2.8,37.4,71.984
3.3,37.4,71.984
3.8,37.4,71.984
3.5,37.4,70.908
3.0,37.4,70.908
7.3,37.0,71.446
4.8,36.9,71.984
2.5,36.9,70.908
2.5,36.9,70.908
4.0,36.9,71.446
4.3,37.0,71.446
2.8,36.9,71.446
3.5,36.9,71.984
2.8,36.9,71.984
3.0,36.9,71.984
4.5,36.9,70.908
3.8,36.9,71.446
3.3,36.9,71.446
3.7,36.9,71.446
3.8,36.9,71.984
3.8,36.9,71.984
2.8,36.9,71.446
3.8,36.9,71.446
2.8,36.9,71.984
3.0,36.9,71.446
2.3,36.9,71.446
2.8,36.9,71.984
3.0,36.9,71.446
2.3,36.9,71.984
3.5,36.9,71.984
4.0,36.9,71.446
2.3,36.9,71.446
2.8,36.9,71.446
2.3,36.9,71.984
2.3,36.9,71.984
4.7,36.9,71.446
3.2,36.9,70.908
4.5,36.9,70.908
4.5,36.9,70.908
3.8,36.9,70.37
2.3,36.9,71.446
2.8,36.9,71.446
2.3,36.9,70.908
2.8,36.9,70.908
2.3,36.9,71.446
3.3,36.9,71.446
3.0,36.9,70.908
2.8,36.9,71.446
2.3,36.9,70.908
2.0,36.9,70.908
2.8,36.9,70.908
1.8,36.9,70.908
2.3,36.9,71.446
2.5,36.9,70.908
3.0,36.9,70.908
3.5,36.9,71.446
2.7,36.9,71.446
2.0,36.9,71.446
2.8,36.9,71.446
3.5,36.9,71.984
4.3,36.9,71.446
3.0,36.9,70.37
2.3,36.9,70.908
3.3,36.9,70.908
3.2,36.9,70.908
2.8,36.9,70.908
3.2,36.9,71.446
3.3,36.9,71.446
3.2,36.9,70.908
2.0,36.9,70.908
2.3,36.9,70.908
2.5,36.9,71.446
2.5,36.9,70.908
2.8,36.9,71.446
2.0,36.9,70.908
2.8,36.9,70.908
2.7,36.9,70.908
2.8,36.9,70.908
3.8,36.9,70.908
3.0,36.9,70.908
4.2,36.9,70.37
2.8,36.9,70.37
3.3,36.9,69.832
3.0,36.9,70.908
2.8,36.9,70.37
3.3,36.9,70.908
3.0,36.9,70.908
2.8,36.9,70.908
3.7,36.9,70.37
3.0,36.9,69.832
2.8,36.9,70.908
3.5,36.9,70.37
2.8,36.9,70.908
2.5,36.9,69.832
2.7,36.9,70.37
1.8,36.9,70.908
2.5,36.9,70.908
3.0,36.9,70.908
9.5,36.9,70.908
3.8,36.9,70.908
2.5,36.9,70.908
2.8,36.9,70.908
2.8,36.9,70.908
4.8,36.9,70.908
2.3,36.9,70.908
2.3,36.9,70.908
4.0,36.9,69.832
1.8,36.9,70.908
3.5,36.9,70.908
2.8,36.9,70.908
5.6,36.9,70.37
3.1,36.9,70.908
3.5,36.9,70.37
3.8,36.9,69.832
3.8,36.9,70.37
6.3,37.0,70.908
2.8,37.0,70.908
2.5,37.0,70.908
3.0,37.0,70.908
4.0,37.0,70.908
2.8,37.0,70.908
2.8,37.0,70.908
2.7,37.0,70.908
3.3,37.0,70.37
2.8,37.0,70.37
3.2,37.0,69.832
2.8,37.0,69.832
3.0,37.0,70.37
2.3,37.0,70.908
